Date,Home,Away,Winner,Prediction,Model Performance
1.686168,Hegelmann,Žalgiris,1.0,,
1.6861644,Dainava,Panevėžys,1.0,,
1.6861608,Džiugas,Šiauliai,0.5,,
1.6860816,Riteriai,K. Žalgiris,0.5,,
1.6860744,Banga,Sūduva,0.0,,
1.6864164,,,,0.4042084691233758,
1.6864236,,,,0.12942970210421145,
1.6864992,,,,0.13012488597869132,
1.6865061,,,,0.2918407053459101,
